Subject,Block,StimType,Trial,Stimulus,KEY,RESP,Accuracy,RT
8121,SupervisedDense,nottarget,27,catch2,n,nottarget,1,0.48700000000000004
8121,SupervisedDense,target,28,test2,n,nottarget,0,0.8420000000000001
8121,SupervisedDense,nottarget,29,contr5,n,nottarget,1,1.212
8121,SupervisedDense,nottarget,30,contr13,n,nottarget,1,0.489
8121,SupervisedDense,nottarget,31,contr4,n,nottarget,1,0.659
8121,SupervisedDense,target,32,test10,x,target,1,1.045
8121,SupervisedDense,target,33,test15,x,target,1,0.44799999999999995
8121,SupervisedDense,target,34,test16,x,target,1,0.547
8121,SupervisedDense,nottarget,35,contr1,n,nottarget,1,0.555
8121,SupervisedDense,nottarget,36,catch1,n,nottarget,1,0.6579999999999999
8121,SupervisedDense,target,37,test12,x,target,1,0.54
8121,SupervisedDense,nottarget,38,contr16,n,nottarget,1,0.524
8121,SupervisedDense,nottarget,39,contr2,n,nottarget,1,0.5
8121,SupervisedDense,nottarget,40,contr11,n,nottarget,1,0.75
8121,UnsupervisedDense,nottarget,1,catch5,n,nottarget,1,0.843
8121,UnsupervisedDense,target,2,test6,x,target,1,0.415
8121,UnsupervisedDense,nottarget,3,contr8,n,nottarget,1,0.684
8121,UnsupervisedDense,nottarget,4,catch7,n,nottarget,1,0.551
8121,UnsupervisedDense,target,5,test16,x,target,1,0.619
8121,UnsupervisedDense,nottarget,6,contr6,n,nottarget,1,0.5529999999999999
8121,UnsupervisedDense,nottarget,7,catch1,n,nottarget,1,0.456
8121,UnsupervisedDense,nottarget,8,catch6,n,nottarget,1,0.434
8121,UnsupervisedDense,nottarget,9,contr2,n,nottarget,1,0.55
8121,UnsupervisedDense,nottarget,10,contr5,n,nottarget,1,0.486
8121,UnsupervisedDense,target,11,test2,x,target,1,0.5429999999999999
8121,UnsupervisedDense,nottarget,12,contr9,n,nottarget,1,0.423
8121,UnsupervisedDense,target,13,test15,x,target,1,0.6509999999999999
8121,UnsupervisedDense,nottarget,14,contr15,n,nottarget,1,0.38299999999999995
8121,UnsupervisedDense,target,15,test9,x,target,1,0.436
8121,UnsupervisedDense,target,16,test7,x,target,1,0.424
8121,UnsupervisedDense,nottarget,17,contr14,n,nottarget,1,0.43799999999999994
8121,UnsupervisedDense,target,18,test3,x,target,1,0.42200000000000004
8121,UnsupervisedDense,nottarget,19,catch2,n,nottarget,1,0.332
8121,UnsupervisedDense,nottarget,20,contr16,n,nottarget,1,0.389
8121,UnsupervisedDense,target,21,test14,x,target,1,0.529
8121,UnsupervisedDense,nottarget,22,catch3,n,nottarget,1,0.41700000000000004
8121,UnsupervisedDense,nottarget,23,contr11,x,target,0,0.446
8121,UnsupervisedDense,target,24,test12,x,target,1,0.88
8121,UnsupervisedDense,target,25,test5,x,target,1,0.379
8121,UnsupervisedDense,nottarget,26,contr12,n,nottarget,1,0.496
8121,UnsupervisedDense,nottarget,27,contr3,n,nottarget,1,0.769
8121,UnsupervisedDense,target,28,test1,x,target,1,0.768
8121,UnsupervisedDense,target,29,test13,x,target,1,0.5579999999999999
8121,UnsupervisedDense,nottarget,30,contr13,n,nottarget,1,0.7490000000000001
8121,UnsupervisedDense,target,31,test11,x,target,1,0.508
8121,UnsupervisedDense,target,32,test8,x,target,1,0.877
8121,UnsupervisedDense,target,33,test10,x,target,1,0.59
8121,UnsupervisedDense,target,34,test4,x,target,1,0.507
8121,UnsupervisedDense,nottarget,35,contr10,n,nottarget,1,0.508
8121,UnsupervisedDense,nottarget,36,contr1,n,nottarget,1,0.45299999999999996
8121,UnsupervisedDense,nottarget,37,contr7,n,nottarget,1,0.43200000000000005
8121,UnsupervisedDense,nottarget,38,contr4,n,nottarget,1,0.58
8121,UnsupervisedDense,nottarget,39,catch4,n,nottarget,1,0.593
8121,UnsupervisedDense,nottarget,40,catch8,n,nottarget,1,0.496
8059,SupervisedDense,nottarget,1,contr16,n,nottarget,1,1.445
8059,SupervisedDense,nottarget,2,contr14,n,nottarget,1,2.162
8059,SupervisedDense,target,3,test8,x,target,1,1.368
8059,SupervisedDense,target,4,test3,x,target,1,0.966
8059,SupervisedDense,nottarget,5,contr11,n,nottarget,1,0.7
8059,SupervisedDense,nottarget,6,catch1,n,nottarget,1,0.878
8059,SupervisedDense,nottarget,7,contr2,n,nottarget,1,0.816
8059,SupervisedDense,nottarget,8,catch5,n,nottarget,1,0.652
8059,SupervisedDense,nottarget,9,contr13,n,nottarget,1,0.5429999999999999
8059,SupervisedDense,nottarget,10,contr12,n,nottarget,1,0.6
8059,SupervisedDense,target,11,test14,n,nottarget,0,3.435
8059,SupervisedDense,nottarget,12,catch3,n,nottarget,1,0.887
8059,SupervisedDense,target,13,test2,x,target,1,0.705
8059,SupervisedDense,target,14,test16,x,target,1,0.89
8059,SupervisedDense,nottarget,15,contr5,n,nottarget,1,0.731
8059,SupervisedDense,nottarget,16,catch6,n,nottarget,1,0.547
8059,SupervisedDense,nottarget,17,catch8,n,nottarget,1,0.514
8059,SupervisedDense,nottarget,18,contr1,n,nottarget,1,0.675
8059,SupervisedDense,nottarget,19,contr4,n,nottarget,1,0.46799999999999997
8059,SupervisedDense,target,20,test9,x,target,1,0.591
8059,SupervisedDense,target,21,test4,n,nottarget,0,1.2209999999999999
8059,SupervisedDense,target,22,test6,n,nottarget,0,0.6659999999999999
8059,SupervisedDense,nottarget,23,contr3,n,nottarget,1,0.677
8059,SupervisedDense,target,24,test12,x,target,1,0.55
8059,SupervisedDense,target,25,test13,n,nottarget,0,0.5660000000000001
8059,SupervisedDense,nottarget,26,contr9,n,nottarget,1,0.45299999999999996
8059,SupervisedDense,target,27,test1,x,target,1,0.496
8059,SupervisedDense,target,28,test5,n,nottarget,0,0.858
8059,SupervisedDense,nottarget,29,contr8,n,nottarget,1,0.597
8059,SupervisedDense,target,30,test7,x,target,1,0.512
8059,SupervisedDense,target,31,test15,n,nottarget,0,0.9129999999999999
8059,SupervisedDense,nottarget,32,catch2,n,nottarget,1,0.6659999999999999
8059,SupervisedDense,target,33,test11,x,target,1,0.532
8059,SupervisedDense,target,34,test10,n,nottarget,0,0.765
8059,SupervisedDense,nottarget,35,catch7,n,nottarget,1,0.746
8059,SupervisedDense,nottarget,36,contr10,n,nottarget,1,0.522
8059,SupervisedDense,nottarget,37,contr6,n,nottarget,1,0.37200000000000005
8059,SupervisedDense,nottarget,38,contr7,n,nottarget,1,0.49
8059,SupervisedDense,nottarget,39,contr15,n,nottarget,1,0.532
8059,SupervisedDense,nottarget,40,catch4,n,nottarget,1,0.523
8059,UnsupervisedSparse,target,1,test1,x,target,1,1.379
8059,UnsupervisedSparse,nottarget,2,catch5,n,nottarget,1,2.322
8059,UnsupervisedSparse,nottarget,3,contr4,x,target,0,0.826
8059,UnsupervisedSparse,nottarget,4,contr16,x,target,0,0.526
8059,UnsupervisedSparse,nottarget,5,catch6,n,nottarget,1,0.5489999999999999
8059,UnsupervisedSparse,target,6,test14,x,target,1,0.6779999999999999
8059,UnsupervisedSparse,nottarget,7,catch4,n,nottarget,1,0.6559999999999999
8059,UnsupervisedSparse,nottarget,8,contr14,x,target,0,1.122
8059,UnsupervisedSparse,nottarget,9,contr10,x,target,0,0.611
8059,UnsupervisedSparse,nottarget,10,contr8,x,target,0,0.5760000000000001
8059,UnsupervisedSparse,nottarget,11,contr12,x,target,0,0.45299999999999996
8059,UnsupervisedSparse,nottarget,12,catch1,n,nottarget,1,0.753
8059,UnsupervisedSparse,target,13,test16,x,target,1,0.529
8059,UnsupervisedSparse,nottarget,14,contr6,x,target,0,0.48
8059,UnsupervisedSparse,target,15,test13,x,target,1,0.899
8059,UnsupervisedSparse,nottarget,16,catch3,n,nottarget,1,0.613
8059,UnsupervisedSparse,target,17,test8,x,target,1,0.5760000000000001
8059,UnsupervisedSparse,nottarget,18,contr7,x,target,0,0.535
8059,UnsupervisedSparse,target,19,test3,x,target,1,0.47100000000000003
8059,UnsupervisedSparse,target,20,test6,x,target,1,0.665
8059,UnsupervisedSparse,target,21,test10,x,target,1,0.428
8059,UnsupervisedSparse,target,22,test5,x,target,1,0.456
8059,UnsupervisedSparse,nottarget,23,contr5,x,target,0,0.5539999999999999
8059,UnsupervisedSparse,target,24,test4,x,target,1,0.594
8059,UnsupervisedSparse,nottarget,25,contr3,x,target,0,0.68
8059,UnsupervisedSparse,target,26,test12,x,target,1,0.505
8059,UnsupervisedSparse,target,27,test7,x,target,1,0.363
8059,UnsupervisedSparse,nottarget,28,catch7,x,target,0,0.075
8059,UnsupervisedSparse,nottarget,29,contr13,x,target,0,0.485
8059,UnsupervisedSparse,nottarget,30,contr15,x,target,0,0.486
8059,UnsupervisedSparse,nottarget,31,catch2,n,nottarget,1,0.649
8059,UnsupervisedSparse,target,32,test2,x,target,1,0.485
8059,UnsupervisedSparse,target,33,test15,x,target,1,0.5820000000000001
8059,UnsupervisedSparse,nottarget,34,contr11,x,target,0,0.629
8059,UnsupervisedSparse,nottarget,35,contr1,x,target,0,1.04
8059,UnsupervisedSparse,target,36,test11,x,target,1,0.419
8059,UnsupervisedSparse,target,37,test9,x,target,1,0.369
8059,UnsupervisedSparse,nottarget,38,contr2,x,target,0,0.32
8059,UnsupervisedSparse,nottarget,39,catch8,n,nottarget,1,1.368
8059,UnsupervisedSparse,nottarget,40,contr9,x,target,0,0.59
8059,UnsupervisedDense,nottarget,1,contr6,n,nottarget,1,1.965
8059,UnsupervisedDense,nottarget,2,contr16,n,nottarget,1,0.57
8059,UnsupervisedDense,target,3,test15,x,target,1,0.778
8059,UnsupervisedDense,target,4,test9,x,target,1,0.43799999999999994
8059,UnsupervisedDense,nottarget,5,catch1,n,nottarget,1,1.09
8059,UnsupervisedDense,nottarget,6,contr2,n,nottarget,1,0.836
8059,UnsupervisedDense,nottarget,7,contr1,n,nottarget,1,0.67
8059,UnsupervisedDense,nottarget,8,contr4,n,nottarget,1,0.5770000000000001
8059,UnsupervisedDense,target,9,test14,x,target,1,0.9520000000000001
8059,UnsupervisedDense,target,10,test7,x,target,1,0.774
8059,UnsupervisedDense,target,11,test13,x,target,1,0.5720000000000001
8059,UnsupervisedDense,nottarget,12,contr13,n,nottarget,1,0.642
8059,UnsupervisedDense,target,13,test12,x,target,1,0.7170000000000001
8059,UnsupervisedDense,target,14,test8,x,target,1,0.5820000000000001
8059,UnsupervisedDense,target,15,test3,x,target,1,0.619
8059,UnsupervisedDense,target,16,test5,x,target,1,0.44
8059,UnsupervisedDense,nottarget,17,catch8,n,nottarget,1,0.635
8059,UnsupervisedDense,nottarget,18,contr7,n,nottarget,1,0.935
8059,UnsupervisedDense,nottarget,19,catch6,n,nottarget,1,0.919
8059,UnsupervisedDense,target,20,test10,x,target,1,0.6559999999999999
8059,UnsupervisedDense,nottarget,21,catch5,n,nottarget,1,1.274
8059,UnsupervisedDense,target,22,test16,x,target,1,0.588
8059,UnsupervisedDense,nottarget,23,contr8,n,nottarget,1,0.858
8059,UnsupervisedDense,nottarget,24,contr12,n,nottarget,1,0.451
8059,UnsupervisedDense,target,25,test11,n,nottarget,0,0.47
8059,UnsupervisedDense,nottarget,26,catch3,n,nottarget,1,0.544
8059,UnsupervisedDense,target,27,test1,x,target,1,0.607
8059,UnsupervisedDense,target,28,test6,x,target,1,0.644
8059,UnsupervisedDense,nottarget,29,contr9,n,nottarget,1,0.727
8059,UnsupervisedDense,nottarget,30,catch4,n,nottarget,1,0.614
8059,UnsupervisedDense,nottarget,31,contr11,x,target,0,1.052
8059,UnsupervisedDense,nottarget,32,contr10,n,nottarget,1,0.542
8059,UnsupervisedDense,target,33,test4,x,target,1,0.541
8059,UnsupervisedDense,target,34,test2,x,target,1,0.5720000000000001
8059,UnsupervisedDense,nottarget,35,contr15,n,nottarget,1,1.178
8059,UnsupervisedDense,nottarget,36,contr14,n,nottarget,1,0.616
8059,UnsupervisedDense,nottarget,37,catch2,n,nottarget,1,0.708
8059,UnsupervisedDense,nottarget,38,catch7,n,nottarget,1,0.47600000000000003
8059,UnsupervisedDense,nottarget,39,contr3,n,nottarget,1,0.5660000000000001
8059,UnsupervisedDense,nottarget,40,contr5,n,nottarget,1,0.541
8059,SupervisedSparse,nottarget,1,catch1,n,nottarget,1,1.197
8059,SupervisedSparse,nottarget,2,catch5,n,nottarget,1,0.8190000000000001
8059,SupervisedSparse,nottarget,3,contr7,n,nottarget,1,1.056
8059,SupervisedSparse,target,4,test12,x,target,1,0.611
8059,SupervisedSparse,target,5,test10,x,target,1,0.5589999999999999
8059,SupervisedSparse,nottarget,6,contr10,n,nottarget,1,0.5820000000000001
8059,SupervisedSparse,target,7,test8,x,target,1,0.652
8059,SupervisedSparse,target,8,test11,x,target,1,0.951
8059,SupervisedSparse,nottarget,9,contr14,n,nottarget,1,0.589
8059,SupervisedSparse,nottarget,10,contr12,n,nottarget,1,0.86
8059,SupervisedSparse,nottarget,11,catch7,n,nottarget,1,0.934
8059,SupervisedSparse,nottarget,12,catch3,n,nottarget,1,0.614
8059,SupervisedSparse,target,13,test6,x,target,1,0.69
8059,SupervisedSparse,target,14,test16,x,target,1,0.835
8059,SupervisedSparse,target,15,test5,x,target,1,0.46299999999999997
8059,SupervisedSparse,nottarget,16,catch2,n,nottarget,1,0.483
8059,SupervisedSparse,target,17,test9,x,target,1,0.595
8059,SupervisedSparse,target,18,test13,x,target,1,0.626
8059,SupervisedSparse,nottarget,19,contr16,n,nottarget,1,0.758
8059,SupervisedSparse,target,20,test4,x,target,1,0.6920000000000001
8059,SupervisedSparse,nottarget,21,catch4,n,nottarget,1,0.6459999999999999
8059,SupervisedSparse,target,22,test3,x,target,1,0.722
8059,SupervisedSparse,nottarget,23,contr11,n,nottarget,1,1.57
8059,SupervisedSparse,target,24,test2,x,target,1,0.529
8059,SupervisedSparse,nottarget,25,contr8,n,nottarget,1,1.0
8059,SupervisedSparse,nottarget,26,contr15,n,nottarget,1,1.044
8059,SupervisedSparse,target,27,test1,x,target,1,0.649
8059,SupervisedSparse,target,28,test14,x,target,1,0.44299999999999995
8059,SupervisedSparse,target,29,test15,x,target,1,0.5589999999999999
8059,SupervisedSparse,nottarget,30,catch6,n,nottarget,1,0.5329999999999999
8059,SupervisedSparse,nottarget,31,contr4,n,nottarget,1,0.581
8059,SupervisedSparse,nottarget,32,catch8,n,nottarget,1,0.523
8059,SupervisedSparse,nottarget,33,contr5,n,nottarget,1,0.555
8059,SupervisedSparse,nottarget,34,contr13,n,nottarget,1,0.465
8059,SupervisedSparse,target,35,test7,n,nottarget,0,0.5329999999999999
8059,SupervisedSparse,nottarget,36,contr3,n,nottarget,1,0.413
8059,SupervisedSparse,nottarget,37,contr6,n,nottarget,1,0.513
8059,SupervisedSparse,nottarget,38,contr1,n,nottarget,1,0.64
8059,SupervisedSparse,nottarget,39,contr9,n,nottarget,1,0.38
8059,SupervisedSparse,nottarget,40,contr2,n,nottarget,1,0.387
8080,SupervisedSparse,nottarget,1,contr2,n,nottarget,1,4.061
8080,SupervisedSparse,target,2,test6,x,target,1,1.135
8080,SupervisedSparse,target,3,test7,x,target,1,0.8290000000000001
8080,SupervisedSparse,nottarget,4,catch6,n,nottarget,1,1.187
8080,SupervisedSparse,target,5,test15,x,target,1,1.48
8080,SupervisedSparse,target,6,test10,x,target,1,0.929
8080,SupervisedSparse,target,7,test9,x,target,1,0.858
8080,SupervisedSparse,target,8,test13,x,target,1,1.212
8080,SupervisedSparse,nottarget,9,contr5,n,nottarget,1,1.193
8080,SupervisedSparse,nottarget,10,contr15,n,nottarget,1,0.765
8080,SupervisedSparse,nottarget,11,catch8,n,nottarget,1,0.765
8080,SupervisedSparse,nottarget,12,catch5,n,nottarget,1,0.539
8080,SupervisedSparse,nottarget,13,contr1,n,nottarget,1,1.354
8080,SupervisedSparse,target,14,test2,x,target,1,1.3219999999999998
8080,SupervisedSparse,target,15,test1,x,target,1,0.65
8080,SupervisedSparse,target,16,test3,x,target,1,0.7809999999999999
8080,SupervisedSparse,target,17,test11,x,target,1,0.588
8080,SupervisedSparse,target,18,test4,x,target,1,0.545
8080,SupervisedSparse,target,19,test14,x,target,1,0.72
8080,SupervisedSparse,nottarget,20,catch4,n,nottarget,1,0.593
8080,SupervisedSparse,nottarget,21,catch2,n,nottarget,1,0.45399999999999996
8080,SupervisedSparse,nottarget,22,catch1,n,nottarget,1,0.48200000000000004
8080,SupervisedSparse,target,23,test8,x,target,1,0.509
8080,SupervisedSparse,nottarget,24,catch3,n,nottarget,1,0.469
8080,SupervisedSparse,nottarget,25,contr11,n,nottarget,1,0.672
8080,SupervisedSparse,target,26,test12,x,target,1,0.45
8080,SupervisedSparse,nottarget,27,contr14,n,nottarget,1,0.45399999999999996
8080,SupervisedSparse,nottarget,28,contr9,n,nottarget,1,0.8809999999999999
8080,SupervisedSparse,target,29,test5,x,target,1,0.499
8080,SupervisedSparse,nottarget,30,catch7,n,nottarget,1,0.58
8080,SupervisedSparse,nottarget,31,contr10,n,nottarget,1,0.6729999999999999
8080,SupervisedSparse,nottarget,32,contr7,n,nottarget,1,0.563
8080,SupervisedSparse,target,33,test16,x,target,1,0.545
8080,SupervisedSparse,nottarget,34,contr6,n,nottarget,1,0.473
8080,SupervisedSparse,nottarget,35,contr3,n,nottarget,1,0.852
8080,SupervisedSparse,nottarget,36,contr12,n,nottarget,1,0.623
8080,SupervisedSparse,nottarget,37,contr4,n,nottarget,1,0.5870000000000001
8080,SupervisedSparse,nottarget,38,contr8,n,nottarget,1,0.6970000000000001
8080,SupervisedSparse,nottarget,39,contr16,n,nottarget,1,0.634
8080,SupervisedSparse,nottarget,40,contr13,n,nottarget,1,0.502
8080,SupervisedDense,nottarget,1,contr11,n,nottarget,1,2.526
8080,SupervisedDense,target,2,test7,x,target,1,1.757
8080,SupervisedDense,nottarget,3,contr10,n,nottarget,1,1.291
8080,SupervisedDense,target,4,test3,x,target,1,1.253
8080,SupervisedDense,nottarget,5,catch3,n,nottarget,1,1.063
8080,SupervisedDense,target,6,test12,x,target,1,1.473
8080,SupervisedDense,nottarget,7,contr15,n,nottarget,1,0.779
8080,SupervisedDense,target,8,test13,x,target,1,0.682
8080,SupervisedDense,nottarget,9,contr13,n,nottarget,1,0.53
8080,SupervisedDense,nottarget,10,contr7,n,nottarget,1,0.5539999999999999
8080,SupervisedDense,nottarget,11,catch1,n,nottarget,1,0.547
8080,SupervisedDense,nottarget,12,catch5,n,nottarget,1,0.496
8080,SupervisedDense,nottarget,13,catch8,n,nottarget,1,0.395
8080,SupervisedDense,nottarget,14,contr1,n,nottarget,1,0.56
8080,SupervisedDense,nottarget,15,catch2,n,nottarget,1,0.415
8080,SupervisedDense,target,16,test16,x,target,1,0.907
8080,SupervisedDense,target,17,test5,x,target,1,0.508
8080,SupervisedDense,nottarget,18,catch4,n,nottarget,1,0.5
8080,SupervisedDense,target,19,test15,x,target,1,0.58
8080,SupervisedDense,nottarget,20,catch6,n,nottarget,1,0.539
8080,SupervisedDense,target,21,test2,x,target,1,0.611
8080,SupervisedDense,nottarget,22,contr5,n,nottarget,1,0.446
8080,SupervisedDense,nottarget,23,catch7,n,nottarget,1,0.434
8080,SupervisedDense,target,24,test6,x,target,1,0.495
8080,SupervisedDense,target,25,test4,x,target,1,0.7509999999999999
8080,SupervisedDense,nottarget,26,contr2,n,nottarget,1,0.486
8080,SupervisedDense,nottarget,27,contr16,n,nottarget,1,0.49700000000000005
8080,SupervisedDense,nottarget,28,contr9,n,nottarget,1,0.425
8080,SupervisedDense,nottarget,29,contr4,n,nottarget,1,0.75
8080,SupervisedDense,target,30,test10,x,target,1,0.5579999999999999
8080,SupervisedDense,target,31,test1,x,target,1,0.531
8080,SupervisedDense,target,32,test8,x,target,1,0.5
8080,SupervisedDense,nottarget,33,contr3,n,nottarget,1,0.6779999999999999
8080,SupervisedDense,nottarget,34,contr14,n,nottarget,1,0.47100000000000003
8080,SupervisedDense,nottarget,35,contr8,n,nottarget,1,0.402
8080,SupervisedDense,target,36,test11,x,target,1,0.631
8080,SupervisedDense,target,37,test9,x,target,1,0.595
8080,SupervisedDense,target,38,test14,x,target,1,0.632
8080,SupervisedDense,nottarget,39,contr6,n,nottarget,1,0.58
8080,SupervisedDense,nottarget,40,contr12,n,nottarget,1,0.529
8080,UnsupervisedDense,nottarget,1,contr7,n,nottarget,1,1.7890000000000001
8080,UnsupervisedDense,nottarget,2,contr16,n,nottarget,1,0.8740000000000001
8080,UnsupervisedDense,nottarget,3,catch1,n,nottarget,1,0.7490000000000001
8080,UnsupervisedDense,target,4,test10,x,target,1,0.69
8080,UnsupervisedDense,nottarget,5,catch7,n,nottarget,1,0.605
8080,UnsupervisedDense,nottarget,6,contr4,n,nottarget,1,0.9229999999999999
8080,UnsupervisedDense,nottarget,7,catch5,n,nottarget,1,0.5529999999999999
8080,UnsupervisedDense,target,8,test3,x,target,1,0.537
8080,UnsupervisedDense,nottarget,9,contr9,n,nottarget,1,0.6809999999999999
8080,UnsupervisedDense,nottarget,10,contr6,n,nottarget,1,0.73
8080,UnsupervisedDense,target,11,test12,x,target,1,0.5379999999999999
8080,UnsupervisedDense,nottarget,12,catch4,n,nottarget,1,0.561
8080,UnsupervisedDense,nottarget,13,contr12,n,nottarget,1,0.888
8080,UnsupervisedDense,target,14,test2,x,target,1,0.5379999999999999
8080,UnsupervisedDense,target,15,test14,x,target,1,0.633
8080,UnsupervisedDense,target,16,test11,x,target,1,0.588
8080,UnsupervisedDense,target,17,test6,x,target,1,0.659
8080,UnsupervisedDense,target,18,test9,x,target,1,0.693
8080,UnsupervisedDense,nottarget,19,contr15,n,nottarget,1,2.142
8080,UnsupervisedDense,nottarget,20,contr10,n,nottarget,1,0.774
8080,UnsupervisedDense,nottarget,21,catch2,n,nottarget,1,0.723
8080,UnsupervisedDense,nottarget,22,contr11,n,nottarget,1,0.7240000000000001
8080,UnsupervisedDense,nottarget,23,contr3,x,target,0,1.036
8080,UnsupervisedDense,target,24,test5,n,nottarget,0,0.0
8080,UnsupervisedDense,target,25,test16,x,target,1,0.941
8080,UnsupervisedDense,nottarget,26,contr2,n,nottarget,1,0.652
8080,UnsupervisedDense,target,27,test15,x,target,1,1.469
8080,UnsupervisedDense,target,28,test1,x,target,1,1.169
8080,UnsupervisedDense,nottarget,29,catch6,n,nottarget,1,0.535
8080,UnsupervisedDense,nottarget,30,contr5,n,nottarget,1,0.743
8080,UnsupervisedDense,target,31,test13,x,target,1,0.7190000000000001
8080,UnsupervisedDense,target,32,test4,n,nottarget,0,1.885
8080,UnsupervisedDense,target,33,test8,x,target,1,3.3680000000000003
8080,UnsupervisedDense,target,34,test7,x,target,1,1.006
8080,UnsupervisedDense,nottarget,35,contr8,n,nottarget,1,0.578
8080,UnsupervisedDense,nottarget,36,catch8,n,nottarget,1,0.569
8080,UnsupervisedDense,nottarget,37,catch3,n,nottarget,1,0.536
8080,UnsupervisedDense,nottarget,38,contr1,n,nottarget,1,0.759
8080,UnsupervisedDense,nottarget,39,contr14,n,nottarget,1,0.846
8080,UnsupervisedDense,nottarget,40,contr13,n,nottarget,1,0.609
8080,UnsupervisedSparse,nottarget,1,catch7,n,nottarget,1,1.972
8080,UnsupervisedSparse,target,2,test7,x,target,1,0.963
8080,UnsupervisedSparse,target,3,test15,x,target,1,1.641
8080,UnsupervisedSparse,target,4,test3,n,nottarget,0,1.149
8080,UnsupervisedSparse,nottarget,5,contr7,n,nottarget,1,1.189
8080,UnsupervisedSparse,target,6,test10,x,target,1,1.53
8080,UnsupervisedSparse,nottarget,7,contr3,n,nottarget,1,1.042
8080,UnsupervisedSparse,nottarget,8,contr5,n,nottarget,1,0.765
8080,UnsupervisedSparse,nottarget,9,contr12,n,nottarget,1,0.723
8080,UnsupervisedSparse,nottarget,10,catch8,n,nottarget,1,0.754
8080,UnsupervisedSparse,nottarget,11,catch1,n,nottarget,1,0.634
8080,UnsupervisedSparse,nottarget,12,catch4,n,nottarget,1,0.575
8080,UnsupervisedSparse,nottarget,13,contr16,n,nottarget,1,0.9159999999999999
8080,UnsupervisedSparse,target,14,test12,x,target,1,1.182
8080,UnsupervisedSparse,target,15,test14,x,target,1,0.74
8080,UnsupervisedSparse,target,16,test1,x,target,1,0.6679999999999999
8080,UnsupervisedSparse,nottarget,17,contr6,n,nottarget,1,0.7829999999999999
8080,UnsupervisedSparse,nottarget,18,catch6,n,nottarget,1,0.667
8080,UnsupervisedSparse,target,19,test6,x,target,1,0.927
8080,UnsupervisedSparse,nottarget,20,contr11,n,nottarget,1,0.879
8080,UnsupervisedSparse,target,21,test13,x,target,1,0.688
8080,UnsupervisedSparse,nottarget,22,contr10,n,nottarget,1,0.826
8080,UnsupervisedSparse,nottarget,23,catch2,n,nottarget,1,0.687
8080,UnsupervisedSparse,nottarget,24,contr8,x,target,0,1.2
8080,UnsupervisedSparse,target,25,test11,x,target,1,0.718
8080,UnsupervisedSparse,nottarget,26,contr15,n,nottarget,1,2.006
8080,UnsupervisedSparse,nottarget,27,catch5,n,nottarget,1,0.635
8080,UnsupervisedSparse,nottarget,28,catch3,n,nottarget,1,0.52
8080,UnsupervisedSparse,nottarget,29,contr1,n,nottarget,1,0.7909999999999999
8080,UnsupervisedSparse,target,30,test2,x,target,1,0.629
8080,UnsupervisedSparse,nottarget,31,contr9,n,nottarget,1,0.809
8080,UnsupervisedSparse,nottarget,32,contr13,n,nottarget,1,0.83
8080,UnsupervisedSparse,target,33,test4,x,target,1,0.73
8080,UnsupervisedSparse,target,34,test16,x,target,1,0.617
8080,UnsupervisedSparse,target,35,test5,x,target,1,1.838
8080,UnsupervisedSparse,nottarget,36,contr2,n,nottarget,1,0.93
8080,UnsupervisedSparse,nottarget,37,contr4,n,nottarget,1,1.489
8080,UnsupervisedSparse,nottarget,38,contr14,n,nottarget,1,0.731
8080,UnsupervisedSparse,target,39,test9,x,target,1,0.595
8080,UnsupervisedSparse,target,40,test8,x,target,1,0.496
8102,SupervisedDense,target,1,test6,x,target,1,3.367
8102,SupervisedDense,target,2,test5,None,None,0,9999.0
8102,SupervisedDense,nottarget,3,catch3,n,nottarget,1,2.239
8102,SupervisedDense,target,4,test15,None,None,0,9999.0
8102,SupervisedDense,nottarget,5,contr11,n,nottarget,1,1.422
8102,SupervisedDense,nottarget,6,contr13,n,nottarget,1,1.138
8102,SupervisedDense,target,7,test9,x,target,1,0.987
8102,SupervisedDense,nottarget,8,contr2,n,nottarget,1,0.688
8102,SupervisedDense,nottarget,9,contr15,n,nottarget,1,0.6659999999999999
8102,SupervisedDense,nottarget,10,contr8,n,nottarget,1,0.813
8102,SupervisedDense,target,11,test3,x,target,1,0.89
8102,SupervisedDense,target,12,test11,n,nottarget,0,2.026
8102,SupervisedDense,nottarget,13,contr5,n,nottarget,1,0.695
8102,SupervisedDense,nottarget,14,contr3,n,nottarget,1,0.639
8102,SupervisedDense,target,15,test12,x,target,1,1.1059999999999999
8102,SupervisedDense,nottarget,16,contr1,n,nottarget,1,0.763
8102,SupervisedDense,nottarget,17,catch2,n,nottarget,1,0.953
8102,SupervisedDense,nottarget,18,catch4,n,nottarget,1,0.496
8102,SupervisedDense,target,19,test8,x,target,1,0.5539999999999999
8102,SupervisedDense,target,20,test10,x,target,1,0.568
8102,SupervisedDense,nottarget,21,contr14,n,nottarget,1,0.598
8102,SupervisedDense,nottarget,22,catch8,n,nottarget,1,0.62
8102,SupervisedDense,nottarget,23,catch1,n,nottarget,1,0.48
8102,SupervisedDense,nottarget,24,contr9,n,nottarget,1,0.619
8102,SupervisedDense,nottarget,25,contr12,n,nottarget,1,0.46399999999999997
8102,SupervisedDense,target,26,test16,x,target,1,0.585
8102,SupervisedDense,nottarget,27,catch7,n,nottarget,1,0.456
8102,SupervisedDense,nottarget,28,contr6,n,nottarget,1,0.475
