Subject,Type,Block,Trial,Category,KEY,RESP,Accuracy,RT
8036,II,2,29,a,j,b,0,0.617
8036,II,2,30,a,d,a,1,1.031
8036,II,2,31,a,d,a,1,1.4669999999999999
8036,II,2,32,b,j,b,1,1.7730000000000001
8036,II,2,33,a,j,b,0,1.483
8036,II,2,34,b,j,b,1,0.78
8036,II,2,35,b,j,b,1,0.747
8036,II,2,36,a,j,b,0,0.57
8036,II,2,37,b,j,b,1,0.745
8036,II,2,38,a,d,a,1,0.8640000000000001
8036,II,2,39,a,d,a,1,0.594
8036,II,2,40,b,j,b,1,0.92
8036,II,2,41,a,d,a,1,0.889
8036,II,2,42,b,j,b,1,1.6019999999999999
8036,II,2,43,a,d,a,1,0.728
8036,II,2,44,b,d,a,0,1.15
8036,II,2,45,a,j,b,0,1.1909999999999998
8036,II,2,46,b,d,a,0,1.0590000000000002
8036,II,2,47,a,d,a,1,1.703
8036,II,2,48,b,j,b,1,0.831
8036,II,2,49,b,j,b,1,0.8109999999999999
8036,II,2,50,a,j,b,0,0.777
8036,II,2,51,b,d,a,0,1.165
8036,II,2,52,a,d,a,1,1.445
8036,II,2,53,b,j,b,1,0.687
8036,II,2,54,a,j,b,0,0.81
8036,II,2,55,a,d,a,1,0.935
8036,II,2,56,a,j,b,0,0.862
8036,II,2,57,a,d,a,1,0.48100000000000004
8036,II,2,58,b,d,a,0,0.436
8036,II,2,59,b,j,b,1,0.7979999999999999
8036,II,2,60,a,d,a,1,0.637
8036,II,2,61,a,d,a,1,0.609
8036,II,2,62,b,j,b,1,1.045
8036,II,2,63,a,j,b,0,1.177
8036,II,2,64,a,d,a,1,1.1340000000000001
8036,II,2,65,a,j,b,0,0.7829999999999999
8036,II,2,66,b,j,b,1,1.2919999999999998
8036,II,2,67,a,d,a,1,0.7020000000000001
8036,II,2,68,b,d,a,0,1.031
8036,II,2,69,a,j,b,0,1.042
8036,II,2,70,a,d,a,1,0.934
8036,II,2,71,b,d,a,0,1.358
8036,II,2,72,b,j,b,1,0.9
8036,II,2,73,b,j,b,1,1.214
8036,II,2,74,a,d,a,1,0.769
8036,II,2,75,a,d,a,1,0.609
8036,II,2,76,b,d,a,0,0.6859999999999999
8036,II,2,77,b,d,a,0,1.735
8036,II,2,78,b,j,b,1,1.7519999999999998
8036,II,2,79,a,d,a,1,1.4780000000000002
8036,II,2,80,a,j,b,0,1.4169999999999998
8014,II,2,1,a,d,a,1,1.7519999999999998
8014,II,2,2,a,j,b,0,1.574
8014,II,2,3,b,d,a,0,0.652
8014,II,2,4,b,d,a,0,1.088
8014,II,2,5,a,j,b,0,2.785
8014,II,2,6,b,d,a,0,0.414
8014,II,2,7,a,d,a,1,0.5710000000000001
8014,II,2,8,a,j,b,0,1.538
8014,II,2,9,b,d,a,0,0.385
8014,II,2,10,a,d,a,1,0.28
8014,II,2,11,a,d,a,1,0.986
8014,II,2,12,b,d,a,0,1.328
8014,II,2,13,b,j,b,1,1.296
8014,II,2,14,a,j,b,0,0.7609999999999999
8014,II,2,15,a,j,b,0,1.079
8014,II,2,16,b,d,a,0,0.8740000000000001
8014,II,2,17,a,d,a,1,0.491
8014,II,2,18,a,j,b,0,1.781
8014,II,2,19,a,j,b,0,1.426
8014,II,2,20,a,j,b,0,0.535
8014,II,2,21,b,d,a,0,0.48700000000000004
8014,II,2,22,b,d,a,0,0.5529999999999999
8014,II,2,23,b,d,a,0,1.12
8014,II,2,24,b,j,b,1,0.8959999999999999
8014,II,2,25,a,d,a,1,1.17
8014,II,2,26,a,d,a,1,0.6729999999999999
8014,II,2,27,a,d,a,1,0.778
8014,II,2,28,a,d,a,1,0.833
8014,II,2,29,b,j,b,1,1.189
8014,II,2,30,a,d,a,1,1.379
8014,II,2,31,a,j,b,0,0.992
8014,II,2,32,a,j,b,0,1.253
8014,II,2,33,b,j,b,1,1.425
8014,II,2,34,b,d,a,0,0.812
8014,II,2,35,a,d,a,1,0.665
8014,II,2,36,a,d,a,1,0.8440000000000001
8014,II,2,37,b,j,b,1,0.887
8014,II,2,38,a,j,b,0,1.113
8014,II,2,39,a,j,b,0,0.721
8014,II,2,40,b,j,b,1,1.058
8014,II,2,41,b,d,a,0,1.2690000000000001
8014,II,2,42,b,j,b,1,1.023
8014,II,2,43,b,d,a,0,1.275
8014,II,2,44,b,j,b,1,0.797
8014,II,2,45,b,j,b,1,1.403
8014,II,2,46,b,d,a,0,0.982
8014,II,2,47,a,j,b,0,0.622
8014,II,2,48,a,d,a,1,1.202
8014,II,2,49,b,j,b,1,1.7990000000000002
8014,II,2,50,a,d,a,1,1.036
8014,II,2,51,a,d,a,1,0.943
8014,II,2,52,b,j,b,1,1.311
8014,II,2,53,b,d,a,0,1.374
8014,II,2,54,b,d,a,0,0.958
8014,II,2,55,b,d,a,0,0.98
8014,II,2,56,a,d,a,1,0.961
8014,II,2,57,b,j,b,1,0.873
8014,II,2,58,b,j,b,1,0.938
8014,II,2,59,b,j,b,1,1.003
8014,II,2,60,a,j,b,0,1.087
8014,II,2,61,b,j,b,1,2.721
8014,II,2,62,a,j,b,0,1.033
8014,II,2,63,a,d,a,1,0.5329999999999999
8014,II,2,64,b,d,a,0,0.66
8014,II,2,65,a,j,b,0,0.424
8014,II,2,66,a,d,a,1,0.325
8014,II,2,67,b,d,a,0,0.637
8014,II,2,68,b,j,b,1,1.0490000000000002
8014,II,2,69,a,d,a,1,1.268
8014,II,2,70,a,d,a,1,0.589
8014,II,2,71,b,d,a,0,0.597
8014,II,2,72,a,j,b,0,0.57
8014,II,2,73,a,d,a,1,0.631
8014,II,2,74,a,d,a,1,1.204
8014,II,2,75,b,j,b,1,1.146
8014,II,2,76,b,j,b,1,0.873
8014,II,2,77,a,d,a,1,0.8109999999999999
8014,II,2,78,b,j,b,1,1.591
8014,II,2,79,b,j,b,1,0.941
8014,II,2,80,b,d,a,0,1.643
8081,II,3,1,a,j,b,0,1.1159999999999999
8081,II,3,2,a,j,b,0,0.7959999999999999
8081,II,3,3,b,d,a,0,0.57
8081,II,3,4,b,d,a,0,0.5429999999999999
8081,II,3,5,a,j,b,0,0.574
8081,II,3,6,b,d,a,0,1.486
8081,II,3,7,a,j,b,0,0.43
8081,II,3,8,b,d,a,0,1.235
8081,II,3,9,a,d,a,1,0.5760000000000001
8081,II,3,10,a,d,a,1,0.556
8081,II,3,11,a,d,a,1,0.428
8081,II,3,12,a,j,b,0,0.856
8081,II,3,13,a,d,a,1,0.7390000000000001
8081,II,3,14,b,j,b,1,0.643
8081,II,3,15,a,j,b,0,0.503
8081,II,3,16,b,d,a,0,0.7040000000000001
8081,II,3,17,a,j,b,0,0.39299999999999996
8081,II,3,18,a,j,b,0,0.648
8081,II,3,19,b,d,a,0,0.466
8081,II,3,20,a,d,a,1,0.653
8081,II,3,21,a,j,b,0,0.777
8081,II,3,22,b,d,a,0,0.389
8081,II,3,23,b,j,b,1,0.38799999999999996
8081,II,3,24,b,j,b,1,0.331
8081,II,3,25,a,j,b,0,0.401
8081,II,3,26,b,d,a,0,0.32799999999999996
8081,II,3,27,a,d,a,1,0.583
8081,II,3,28,a,j,b,0,0.757
8081,II,3,29,a,d,a,1,0.3
8081,II,3,30,a,d,a,1,0.606
8081,II,3,31,a,d,a,1,0.41100000000000003
8081,II,3,32,a,d,a,1,0.303
8081,II,3,33,b,d,a,0,0.297
8081,II,3,34,a,j,b,0,0.315
8081,II,3,35,a,j,b,0,0.8190000000000001
8081,II,3,36,b,d,a,0,0.368
8081,II,3,37,a,j,b,0,0.326
8081,II,3,38,b,d,a,0,0.39799999999999996
8081,II,3,39,a,j,b,0,0.557
8081,II,3,40,b,d,a,0,0.8029999999999999
8081,II,3,41,b,j,b,1,1.287
8081,II,3,42,a,d,a,1,0.539
8081,II,3,43,b,j,b,1,0.7070000000000001
8081,II,3,44,b,j,b,1,0.642
8081,II,3,45,b,j,b,1,0.43799999999999994
8081,II,3,46,b,j,b,1,0.627
8081,II,3,47,a,d,a,1,0.95
8081,II,3,48,a,d,a,1,0.573
8081,II,3,49,b,j,b,1,0.8690000000000001
8081,II,3,50,b,d,a,0,0.638
8081,II,3,51,b,d,a,0,0.579
8081,II,3,52,a,j,b,0,0.473
8081,II,3,53,b,d,a,0,0.33799999999999997
8081,II,3,54,a,j,b,0,0.474
8081,II,3,55,b,j,b,1,0.573
8081,II,3,56,a,d,a,1,0.498
8081,II,3,57,b,d,a,0,1.5730000000000002
8081,II,3,58,b,j,b,1,0.547
8081,II,3,59,b,j,b,1,0.682
8081,II,3,60,a,j,b,0,0.469
8081,II,3,61,a,d,a,1,0.5920000000000001
8081,II,3,62,a,d,a,1,0.429
8081,II,3,63,b,d,a,0,0.353
8081,II,3,64,b,j,b,1,0.313
8081,II,3,65,b,j,b,1,0.48
8081,II,3,66,a,j,b,0,0.7879999999999999
8081,II,3,67,b,d,a,0,0.425
8081,II,3,68,a,j,b,0,0.27699999999999997
8081,II,3,69,b,d,a,0,0.319
8081,II,3,70,b,j,b,1,0.544
8081,II,3,71,b,j,b,1,0.608
8081,II,3,72,b,j,b,1,0.5720000000000001
8081,II,3,73,b,j,b,1,0.34
8081,II,3,74,a,j,b,0,0.42700000000000005
8081,II,3,75,b,j,b,1,0.8059999999999999
8081,II,3,76,b,d,a,0,0.9159999999999999
8081,II,3,77,a,j,b,0,0.413
8081,II,3,78,a,d,a,1,0.336
8081,II,3,79,b,d,a,0,0.441
8081,II,3,80,a,j,b,0,0.741
8094,RB,2,1,a,j,b,0,2.748
8094,RB,2,2,a,d,a,1,0.58
8094,RB,2,3,b,j,b,1,0.698
8094,RB,2,4,b,j,b,1,0.762
8094,RB,2,5,a,d,a,1,0.466
8094,RB,2,6,a,d,a,1,0.46799999999999997
8094,RB,2,7,b,j,b,1,0.992
8094,RB,2,8,a,d,a,1,1.78
8094,RB,2,9,b,j,b,1,0.611
8094,RB,2,10,b,j,b,1,1.062
8094,RB,2,11,b,j,b,1,0.633
8094,RB,2,12,a,d,a,1,0.428
8094,RB,2,13,a,d,a,1,0.586
8094,RB,2,14,b,j,b,1,0.415
8094,RB,2,15,a,d,a,1,1.133
8094,RB,2,16,a,d,a,1,0.62
8094,RB,2,17,b,j,b,1,0.601
8094,RB,2,18,a,d,a,1,0.621
8094,RB,2,19,a,d,a,1,0.483
8094,RB,2,20,a,d,a,1,0.45299999999999996
8094,RB,2,21,b,j,b,1,0.4
8094,RB,2,22,a,d,a,1,0.637
8094,RB,2,23,b,j,b,1,0.522
8094,RB,2,24,b,j,b,1,0.499
8094,RB,2,25,b,j,b,1,0.508
8094,RB,2,26,b,j,b,1,0.501
8094,RB,2,27,b,j,b,1,0.47100000000000003
8094,RB,2,28,b,j,b,1,0.408
8094,RB,2,29,b,j,b,1,0.502
8094,RB,2,30,a,d,a,1,0.7190000000000001
8094,RB,2,31,a,d,a,1,0.575
8094,RB,2,32,a,d,a,1,0.445
8094,RB,2,33,a,d,a,1,0.433
8094,RB,2,34,a,d,a,1,0.54
8094,RB,2,35,b,j,b,1,0.532
8094,RB,2,36,b,j,b,1,0.684
8094,RB,2,37,b,j,b,1,0.45399999999999996
8094,RB,2,38,b,j,b,1,0.45
8094,RB,2,39,a,d,a,1,0.534
8094,RB,2,40,b,j,b,1,0.591
8094,RB,2,41,b,j,b,1,0.555
8094,RB,2,42,a,d,a,1,0.466
8094,RB,2,43,a,d,a,1,0.638
8094,RB,2,44,b,j,b,1,0.457
8094,RB,2,45,a,d,a,1,0.557
8094,RB,2,46,b,j,b,1,0.555
8094,RB,2,47,a,d,a,1,1.6580000000000001
8094,RB,2,48,b,j,b,1,0.501
8094,RB,2,49,b,j,b,1,0.502
8094,RB,2,50,b,j,b,1,0.512
8094,RB,2,51,a,d,a,1,0.8240000000000001
8094,RB,2,52,a,d,a,1,0.556
8094,RB,2,53,b,j,b,1,0.41100000000000003
8094,RB,2,54,b,j,b,1,0.384
8094,RB,2,55,b,j,b,1,0.599
8094,RB,2,56,a,d,a,1,0.515
8094,RB,2,57,a,d,a,1,0.556
8094,RB,2,58,a,d,a,1,0.45899999999999996
8094,RB,2,59,b,j,b,1,0.45299999999999996
8094,RB,2,60,a,d,a,1,0.5770000000000001
8094,RB,2,61,a,d,a,1,0.623
8094,RB,2,62,a,d,a,1,0.41
8094,RB,2,63,b,j,b,1,0.441
8094,RB,2,64,b,j,b,1,0.38
8094,RB,2,65,b,j,b,1,0.402
8094,RB,2,66,b,j,b,1,0.384
8094,RB,2,67,a,d,a,1,0.59
8094,RB,2,68,b,j,b,1,0.6759999999999999
8094,RB,2,69,b,j,b,1,1.014
8094,RB,2,70,a,d,a,1,0.475
8094,RB,2,71,a,d,a,1,0.564
8094,RB,2,72,a,d,a,1,0.547
8094,RB,2,73,a,d,a,1,0.41
8094,RB,2,74,a,d,a,1,0.897
8094,RB,2,75,a,d,a,1,0.44
8094,RB,2,76,a,d,a,1,0.397
8094,RB,2,77,a,d,a,1,0.419
8094,RB,2,78,b,j,b,1,0.45399999999999996
8094,RB,2,79,b,j,b,1,0.42700000000000005
8094,RB,2,80,b,j,b,1,0.446
8033,II,3,1,b,d,a,0,2.339
8033,II,3,2,a,j,b,0,0.978
8033,II,3,3,a,j,b,0,0.465
8033,II,3,4,b,d,a,0,0.29
8033,II,3,5,b,d,a,0,0.7240000000000001
8033,II,3,6,a,d,a,1,1.4680000000000002
8033,II,3,7,a,d,a,1,0.7340000000000001
8033,II,3,8,a,d,a,1,0.607
8033,II,3,9,b,j,b,1,0.66
8033,II,3,10,b,j,b,1,0.502
8033,II,3,11,a,d,a,1,2.032
8033,II,3,12,a,d,a,1,0.6509999999999999
8033,II,3,13,a,d,a,1,0.598
8033,II,3,14,a,j,b,0,0.684
8033,II,3,15,a,d,a,1,0.366
8033,II,3,16,b,j,b,1,0.948
8033,II,3,17,a,j,b,0,0.6920000000000001
8033,II,3,18,a,d,a,1,0.381
8033,II,3,19,b,j,b,1,0.972
8033,II,3,20,a,d,a,1,0.904
8033,II,3,21,a,d,a,1,0.6890000000000001
8033,II,3,22,a,d,a,1,1.8430000000000002
8033,II,3,23,a,d,a,1,0.647
8033,II,3,24,b,j,b,1,0.6659999999999999
8033,II,3,25,a,d,a,1,0.763
8033,II,3,26,a,d,a,1,0.6659999999999999
8033,II,3,27,a,d,a,1,0.846
8033,II,3,28,a,d,a,1,1.3840000000000001
8033,II,3,29,b,d,a,0,1.207
8033,II,3,30,b,j,b,1,0.33899999999999997
8033,II,3,31,a,d,a,1,1.355
8033,II,3,32,b,j,b,1,0.643
8033,II,3,33,a,d,a,1,0.5489999999999999
8033,II,3,34,b,j,b,1,0.653
8033,II,3,35,b,d,a,0,0.7759999999999999
8033,II,3,36,a,j,b,0,0.237
8033,II,3,37,a,j,b,0,0.39399999999999996
8033,II,3,38,b,d,a,0,0.264
8033,II,3,39,b,d,a,0,1.818
8033,II,3,40,b,d,a,0,1.023
8033,II,3,41,a,j,b,0,1.02
8033,II,3,42,b,d,a,0,0.6709999999999999
8033,II,3,43,b,d,a,0,0.866
8033,II,3,44,b,j,b,1,0.6990000000000001
8033,II,3,45,b,d,a,0,1.334
8033,II,3,46,b,j,b,1,0.774
8033,II,3,47,a,d,a,1,0.675
8033,II,3,48,a,d,a,1,0.43799999999999994
8033,II,3,49,a,d,a,1,0.586
8033,II,3,50,b,j,b,1,0.5660000000000001
8033,II,3,51,b,j,b,1,0.51
8033,II,3,52,b,j,b,1,0.56
8033,II,3,53,b,j,b,1,0.574
8033,II,3,54,b,j,b,1,0.732
8033,II,3,55,a,d,a,1,0.565
8033,II,3,56,b,j,b,1,0.65
8033,II,3,57,a,j,b,0,1.318
8033,II,3,58,b,j,b,1,0.5660000000000001
8033,II,3,59,b,j,b,1,0.565
8033,II,3,60,b,d,a,0,0.7240000000000001
8033,II,3,61,a,j,b,0,0.843
8033,II,3,62,b,j,b,1,0.496
8033,II,3,63,a,j,b,0,0.561
8033,II,3,64,b,j,b,1,0.83
8033,II,3,65,a,d,a,1,0.515
8033,II,3,66,b,j,b,1,1.021
8033,II,3,67,a,j,b,0,0.7440000000000001
8033,II,3,68,a,d,a,1,0.665
8033,II,3,69,a,d,a,1,0.9540000000000001
8033,II,3,70,a,d,a,1,0.642
8033,II,3,71,b,j,b,1,1.0859999999999999
8033,II,3,72,a,d,a,1,0.5429999999999999
8033,II,3,73,a,j,b,0,0.8220000000000001
8033,II,3,74,b,j,b,1,0.795
8033,II,3,75,b,j,b,1,0.767
8033,II,3,76,b,j,b,1,0.9109999999999999
8033,II,3,77,a,d,a,1,1.239
8033,II,3,78,b,j,b,1,0.579
8033,II,3,79,b,d,a,0,0.768
8033,II,3,80,b,j,b,1,0.879
8064,RB,1,1,b,j,b,1,1.43
8064,RB,1,2,b,j,b,1,0.593
8064,RB,1,3,a,j,b,0,0.456
8064,RB,1,4,b,j,b,1,0.355
8064,RB,1,5,a,j,b,0,0.313
8064,RB,1,6,a,j,b,0,0.315
8064,RB,1,7,a,d,a,1,1.587
8064,RB,1,8,a,j,b,0,0.632
8064,RB,1,9,b,j,b,1,0.381
8064,RB,1,10,b,d,a,0,1.251
8064,RB,1,11,b,j,b,1,0.606
8064,RB,1,12,b,d,a,0,0.659
8064,RB,1,13,a,d,a,1,0.159
8064,RB,1,14,a,d,a,1,0.0
8064,RB,1,15,a,d,a,1,0.0
8064,RB,1,16,a,d,a,1,1.5519999999999998
8064,RB,1,17,b,j,b,1,0.662
8064,RB,1,18,a,d,a,1,1.034
8064,RB,1,19,a,j,b,0,0.6859999999999999
8064,RB,1,20,a,d,a,1,0.631
8064,RB,1,21,b,j,b,1,4.052
8064,RB,1,22,a,j,b,0,0.0
8064,RB,1,23,a,j,b,0,0.0
8064,RB,1,24,a,d,a,1,0.9440000000000001
8064,RB,1,25,a,j,b,0,1.8719999999999999
8064,RB,1,26,a,d,a,1,1.729
8064,RB,1,27,b,j,b,1,1.025
8064,RB,1,28,a,d,a,1,0.525
8064,RB,1,29,b,d,a,0,1.702
8064,RB,1,30,a,d,a,1,1.048
8064,RB,1,31,b,j,b,1,1.043
8064,RB,1,32,b,d,a,0,1.246
8064,RB,1,33,b,j,b,1,0.353
8064,RB,1,34,b,d,a,0,0.6729999999999999
8064,RB,1,35,a,d,a,1,0.682
8064,RB,1,36,b,j,b,1,0.748
8064,RB,1,37,a,d,a,1,0.5720000000000001
8064,RB,1,38,a,d,a,1,0.746
8064,RB,1,39,a,j,b,0,1.129
8064,RB,1,40,b,j,b,1,1.073
8064,RB,1,41,a,d,a,1,0.594
8064,RB,1,42,a,d,a,1,0.601
8064,RB,1,43,b,j,b,1,0.478
8064,RB,1,44,b,d,a,0,0.735
8064,RB,1,45,a,j,b,0,0.584
8064,RB,1,46,b,j,b,1,0.639
8064,RB,1,47,b,j,b,1,0.7759999999999999
8064,RB,1,48,a,d,a,1,0.6709999999999999
8064,RB,1,49,b,d,a,0,1.05
8064,RB,1,50,b,d,a,0,0.9570000000000001
8064,RB,1,51,b,j,b,1,0.915
8064,RB,1,52,b,j,b,1,0.909
8064,RB,1,53,a,d,a,1,0.917
8064,RB,1,54,a,d,a,1,0.59
8064,RB,1,55,b,j,b,1,0.578
8064,RB,1,56,a,d,a,1,0.6890000000000001
8064,RB,1,57,b,j,b,1,1.139
8064,RB,1,58,a,d,a,1,1.0170000000000001
8064,RB,1,59,b,j,b,1,1.023
8064,RB,1,60,b,j,b,1,0.8190000000000001
8064,RB,1,61,b,d,a,0,0.743
8064,RB,1,62,b,j,b,1,0.616
8064,RB,1,63,a,d,a,1,0.619
8064,RB,1,64,b,j,b,1,0.6559999999999999
8064,RB,1,65,a,d,a,1,0.619
8064,RB,1,66,a,d,a,1,0.815
8064,RB,1,67,b,j,b,1,0.685
8064,RB,1,68,b,d,a,0,0.855
8064,RB,1,69,a,j,b,0,0.37
8064,RB,1,70,b,d,a,0,0.321
8064,RB,1,71,a,j,b,0,0.48200000000000004
8064,RB,1,72,b,j,b,1,0.579
8064,RB,1,73,b,d,a,0,0.546
8064,RB,1,74,b,j,b,1,0.65
8064,RB,1,75,b,j,b,1,0.652
8064,RB,1,76,a,d,a,1,0.479
8064,RB,1,77,b,j,b,1,0.706
8064,RB,1,78,a,d,a,1,0.579
8064,RB,1,79,a,j,b,0,0.8009999999999999
8064,RB,1,80,a,d,a,1,0.51
8044,II,3,1,b,j,b,1,1.5730000000000002
8044,II,3,2,a,d,a,1,0.612
8044,II,3,3,a,d,a,1,0.505
8044,II,3,4,b,j,b,1,0.6579999999999999
8044,II,3,5,a,d,a,1,0.581
8044,II,3,6,b,d,a,0,0.515
8044,II,3,7,a,d,a,1,0.522
8044,II,3,8,a,j,b,0,0.556
8044,II,3,9,a,j,b,0,0.491
8044,II,3,10,a,j,b,0,0.34700000000000003
8044,II,3,11,b,j,b,1,0.491
8044,II,3,12,a,d,a,1,0.444
8044,II,3,13,b,j,b,1,0.56
8044,II,3,14,a,j,b,0,0.455
8044,II,3,15,b,j,b,1,1.018
8044,II,3,16,b,j,b,1,0.478
8044,II,3,17,b,j,b,1,0.433
8044,II,3,18,b,j,b,1,0.45399999999999996
8044,II,3,19,b,j,b,1,0.39899999999999997
8044,II,3,20,b,d,a,0,0.47
8044,II,3,21,b,j,b,1,1.76
8044,II,3,22,b,j,b,1,0.638
8044,II,3,23,b,d,a,0,0.818
8044,II,3,24,a,d,a,1,0.599
8044,II,3,25,b,j,b,1,1.052
8044,II,3,26,b,j,b,1,0.624
8044,II,3,27,b,j,b,1,0.46799999999999997
8044,II,3,28,a,j,b,0,0.45399999999999996
8044,II,3,29,a,j,b,0,0.746
8044,II,3,30,b,j,b,1,0.705
8044,II,3,31,b,j,b,1,0.514
8044,II,3,32,a,d,a,1,0.684
8044,II,3,33,b,j,b,1,0.598
8044,II,3,34,b,j,b,1,0.5710000000000001
8044,II,3,35,a,d,a,1,0.5379999999999999
8044,II,3,36,b,j,b,1,0.426
8044,II,3,37,a,j,b,0,0.541
8044,II,3,38,a,d,a,1,0.71
8044,II,3,39,b,d,a,0,0.51
8044,II,3,40,b,j,b,1,0.542
8044,II,3,41,a,j,b,0,0.47
8044,II,3,42,a,d,a,1,0.537
8044,II,3,43,b,j,b,1,0.616
8044,II,3,44,b,j,b,1,0.43799999999999994
8044,II,3,45,a,d,a,1,0.49
8044,II,3,46,a,j,b,0,0.491
8044,II,3,47,b,j,b,1,0.868
8044,II,3,48,a,j,b,0,0.47100000000000003
8044,II,3,49,b,d,a,0,0.5529999999999999
8044,II,3,50,a,d,a,1,0.433
8044,II,3,51,a,j,b,0,0.413
8044,II,3,52,a,d,a,1,0.491
8044,II,3,53,a,j,b,0,0.723
8044,II,3,54,a,j,b,0,0.619
8044,II,3,55,b,j,b,1,0.392
8044,II,3,56,a,d,a,1,0.59
8044,II,3,57,a,d,a,1,0.508
8044,II,3,58,a,j,b,0,0.40399999999999997
8044,II,3,59,b,j,b,1,0.561
8044,II,3,60,b,j,b,1,0.384
